id,acceptedCurrentSpeed,algorithmSpeed,niceAdvertisedHashrate,poolHost,poolPort,algorithm,market,price,limit,payedAmount,availableAmount,rigsCount,poolUser,poolPass,status,DEAD,isDead,pool,nhClient,ts
"29773c5f-0023-4585-8a77-5ad323720b36","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.37690000","0.00010000","0.00053328","0.00094023","0","bestsolomining.371846","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"b4e49ab4-fb02-4988-8231-3a0367fe6827","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.50090000","0.00010000","0.00022285","0.00076027","0","bestsolomining.371846","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"98276805-4289-4e4e-aa7e-2e2751b0710a","0.00000000","0.00000000","0.01500000","eu-01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.44320000","0.01500000","0.00000360","0.00168629","0","batri.325183","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"d15f686b-164e-4205-bc38-ac0f5e032673","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","ETCHASH","BTC","0.00690000","0.00100000","0.00017510","0.00080950","0","bestsolomining.369698","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"9dcc72f4-9713-49d2-ba81-2ffeda864630","0.00000000","0.00000000","0.05000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00690000","0.05000000","0.00012536","0.00086077","0","batri.366914","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"c4f9f1a4-7221-4d4e-9b44-a779829d8a01","0.00000000","0.00000000","0.18500000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00900000","0.18500000","0.00009023","0.00089698","0","batri.366914","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"228a9a62-533c-466e-b4ec-0a9f61f02ad2","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.24100000","0.00010000","0.00000130","0.00098866","0","batri.361977","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"983873e3-8d9d-45b8-a7a0-97a8a94bfae6","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.26640000","0.00010000","0.00052993","0.00044369","0","batri.361977","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"a49b3cab-28f5-4aad-b637-ab42c79f86e9","0.00000000","0.00000000","0.01600000","us-west01.miningrigrentals.com","","KAWPOW","BTC","0.07680000","0.01600000","0.00000000","0.00099000","0","batri.318345","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"2e4eac4a-1adc-41f0-a231-5415e838df2c","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","SHA256ASICBOOST","BTC","0.00010000","0.00100000","0.00000000","0.00099000","0","batri.355562","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"b2afb23d-4118-4bbb-b89f-efa58fac6b55","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.00010000","0.00300000","0.00000000","0.00099000","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"c66f7396-5ee7-4e3d-9455-e1c620aad9a5","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.68880000","0.00300000","0.00066940","0.00029992","0","batri.366053","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"9d1f0696-d287-45d5-b4b8-de8e95c4b3b0","0.00000000","0.00000000","0.00100000","eu-de01.miningrigrentals.com","","KAWPOW","BTC","0.00010000","0.00100000","0.00000000","0.00099000","0","bestsolomining.369307","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"297fc380-7d36-4980-b2ad-5a8a7fa65ed9","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","KAWPOW","BTC","0.06040000","0.00100000","0.00027067","0.00071097","0","batri.317720","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"e8da2886-f83b-4d33-b3cc-37081ad640a2","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.00010000","0.00010000","0.00000000","0.00099000","0","batri.363908","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"208f4e36-e52f-4217-b5f4-c1c926f01607","0.00000000","0.00000000","0.10000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00670000","0.10000000","0.00034193","0.00063751","0","batri.366915","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"bd2c7317-6807-4b7e-98f6-234d0a8a6b49","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.00010000","0.00010000","0.00000000","0.00099000","0","batri.363908","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"762cc3e0-5889-4671-8ad0-f1a5a074cad3","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.81180000","0.00300000","0.00084892","0.00011484","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"50778abe-922d-47ec-bc7f-e0630f8b8a9e","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","SHA256","BTC","0.47200000","0.00100000","0.00000069","0.00098929","0","batri.299661","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"5f06108a-7bb2-4dfc-8c1b-52104ac2c96b","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","SHA256","BTC","0.48000000","0.00100000","0.00000000","0.00099000","0","batri.299661","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"07d50846-07a8-40fd-8502-79bbbbb8cefd","0.00000000","0.00000000","0.30000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00650000","0.30000000","0.00001081","0.00097886","0","bestsolomining.370373","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"766e61ff-5415-4df5-8268-883eab90ec72","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.00010000","0.00300000","0.00000000","0.00099000","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"6db9090c-8865-4747-b08e-adf089936c90","0.00000000","0.00000000","0.00810000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.69510000","0.00810000","0.00073566","0.00023159","0","batri.366053","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"9f076c1e-b29d-4840-9dcc-4918a5aa9932","0.00000000","0.00000000","0.40000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00740000","0.40000000","0.00056150","0.00041115","0","bestsolomining.370373","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"566ddd5e-86f7-4c30-9a1d-00a5bf51ebca","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.80320000","0.00300000","0.00034539","0.00063394","0","batri.336474","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"47a49a5b-9095-496d-bbe0-085ee3ac701c","0.00000000","0.00000000","0.00440000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.83920000","0.00440000","0.00066427","0.00060519","0","batri.366053","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"ddd3392a-6033-4a8c-a739-beafd6343491","0.00000000","0.00000000","0.00100000","eu-de01.miningrigrentals.com","","KAWPOW","BTC","0.00010000","0.00100000","0.00000000","0.00099000","0","bestsolomining.369307","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"07fb0466-e14b-4ae9-bb64-5b2129cf98cb","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.64000000","0.00010000","0.00014961","0.00083578","0","batri.317781","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"86854fab-658c-48a7-ad6d-ef13d92cc11b","0.00000000","0.00000000","0.00060000","us-west01.miningrigrentals.com","","SHA256","BTC","0.61010000","0.00060000","0.00011585","0.00087059","0","bestsolomining.369658","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"54673cb8-d604-4b97-aac0-b0dc5799fae3","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","KAWPOW","BTC","0.00010000","0.00100000","0.00000000","0.00099000","0","batri.318345","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"c4c87e92-9e9a-4873-8021-7235412dacdc","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.80440000","0.00300000","0.00017949","0.00080496","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"02e28a58-a7e7-48ac-8c8d-e2541f41c20f","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.62100000","0.00010000","0.00004932","0.00093917","0","batri.317781","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"2b7e3ac7-811d-4bdf-ae48-53719064e17d","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.61080000","0.00010000","0.00005410","0.00093423","0","batri.299661","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"a0bb0f3d-2dff-4534-bb25-7c8f524ffab6","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.61000000","0.00010000","0.00022092","0.00076227","0","batri.363907","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"22ee1dab-c6f0-4f15-8e08-d872b519d78c","0.00000000","0.00000000","0.00800000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.82220000","0.00800000","0.00126533","0.00000000","0","batri.320093","x","COMPLETED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"97a6eeea-b520-4721-91ac-8b618af46460","0.00000000","0.00000000","0.01100000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.89820000","0.01100000","0.00090902","0.00070917","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"95cfa907-b602-4025-9004-c605d0582e45","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.87260000","0.00300000","0.00096030","0.00000000","0","batri.320093","x","COMPLETED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"172c12b1-7769-4120-ade3-db4af60cfb87","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.79730000","0.00300000","0.00096030","0.00000000","0","batri.320093","x","COMPLETED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"fef51929-d0da-4cfc-9274-cbdb61a72502","0.00000000","0.00000000","0.00100000","eu-de01.miningrigrentals.com","","KAWPOW","BTC","0.00010000","0.00100000","0.00000000","0.00099000","0","bestsolomining.369307","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"440d406a-9a92-4832-aa4e-a16355292527","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.47000000","0.00010000","0.00037319","0.00060529","0","batri.363907","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"3d7f0aee-d931-4b04-b2ef-109330f79048","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.90170000","0.00300000","0.00090731","0.00005464","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"c2dc5e2b-b25f-442d-ba5c-e359d0561a42","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","KAWPOW","BTC","0.08360000","0.00100000","0.00020598","0.00077768","0","batri.317720","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"850ace8e-9058-494c-9bd1-4ec7f8c979bd","0.00000000","0.00000000","0.00400000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.73370000","0.00400000","0.00000761","0.00098216","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"3d7fa2cb-c386-4b41-a35a-b5dbaedddb4e","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.73940000","0.00300000","0.00002592","0.00096328","0","bestsolomining.372494","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"f2877962-d3d8-46ed-9a2f-b9762227f2a7","0.00000000","0.00000000","0.00500000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.88940000","0.00500000","0.00080666","0.00015840","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"1e61941f-6d80-4b8e-b932-da0b1faeda27","0.00000000","0.00000000","0.05000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00790000","0.05000000","0.00055145","0.00042152","0","batri.336435","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"2998b4ba-6987-4890-bd76-5afec0856792","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.71630000","0.00300000","0.00144598","0.00049931","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"cce3bee6-9a35-4ac3-a700-4af825630c9d","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.36010000","0.00010000","0.00003382","0.00095514","0","batri.363907","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"11d88bcd-ddb9-47aa-a565-6aab9efaeb83","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.16010000","0.00010000","0.00080358","0.00061880","0","batri.361978","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"7a811b0c-8470-4761-a7f3-29986387b5a7","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.27030000","0.00010000","0.00001370","0.00097588","0","bestsolomining.369305","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"3e009a0e-79b0-411e-a5d2-ec0de74093a0","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.00010000","0.00300000","0.00000000","0.00099000","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"e2655f15-102f-45ab-8e4c-7e950bd1a9c7","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","SHA256","BTC","0.48000000","0.00010000","0.00013741","0.00084837","0","bestsolomining.369658","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"b623462c-83a0-47d7-bbe1-3f0afe6c4d86","0.00000000","0.00000000","0.05000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00720000","0.05000000","0.00016726","0.00081757","0","batri.366914","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"84624dc7-69f5-4a7b-94f5-656d7753bd02","0.00000000","0.00000000","0.00100000","eu-de01.miningrigrentals.com","","KAWPOW","BTC","0.09110000","0.00100000","0.00025408","0.00072808","0","bestsolomining.369307","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"b4da3ec4-8091-45dd-9e3d-896060e699c7","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","KAWPOW","BTC","0.08690000","0.00100000","0.00001169","0.00097795","0","batri.317720","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"8e37a474-5126-49d9-a9b7-730e44a5e110","0.00000000","0.00000000","0.00100000","us-west01.miningrigrentals.com","","KAWPOW","BTC","0.11320000","0.00100000","0.00038110","0.00059712","0","batri.317720","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"62fb47cb-328c-42ed-a55e-c5284310995e","0.00000000","0.00000000","0.00010000","eu-de01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.28710000","0.00010000","0.00041448","0.00056271","0","batri.325187","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"1ad1efe8-9d14-403a-a6a4-e3533d209da7","0.00000000","0.00000000","0.00150000","us-west01.miningrigrentals.com","","SHA256","BTC","0.68000000","0.00150000","0.00007625","0.00091140","0","bestsolomining.369658","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"0d0a17e8-e2a2-4ab6-889e-8f57d76233f0","0.00000000","0.00000000","0.00100000","eu-01.miningrigrentals.com","","KAWPOW","BTC","0.10350000","0.00100000","0.00096030","0.00000000","0","bestsolomining.369789","x","COMPLETED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"fe2d4160-e966-42ff-8fad-51bcf7c2e739","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.39090000","0.00010000","0.00053654","0.00054531","0","bestsolomining.370923","","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"93ce22cc-09ff-439b-8079-62984f8885d6","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.19350000","0.00010000","0.00072514","0.00024245","0","bestsolomining.371847","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"d660e515-8408-4793-86fe-1238f69f40b0","0.00000000","0.00000000","0.00300000","us-west01.miningrigrentals.com","","EQUIHASH","BTC","0.00010000","0.00300000","0.00000000","0.00099000","0","batri.320093","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"3a47aa8a-41b1-467c-b8ab-66c2f98dbbcf","0.00000000","0.00000000","0.05000000","eu-01.miningrigrentals.com","","SCRYPT","BTC","0.00720000","0.05000000","0.00129272","0.00115735","0","bestsolomining.370372","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"946b96c1-cebd-4b03-b5c3-8d2f5d28e3fe","0.00000000","0.00000000","0.05000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00680000","0.05000000","0.00049756","0.00047708","0","bestsolomining.370373","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"e5c32de8-0911-48b6-b441-07c108428942","0.00000000","0.00000000","0.35000000","us-west01.miningrigrentals.com","","SCRYPT","BTC","0.00740000","0.35000000","0.00000168","0.00098827","0","batri.366915","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"f15841ec-7d1f-4372-98e8-0a3bc3668539","0.00000000","0.00000000","0.00010000","eu-de03.miningrigrentals.com","","RANDOMXMONERO","BTC","0.36410000","0.00010000","0.00136554","0.00011767","0","bestsolomining.371844","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"2a008eea-b4d7-4832-a26d-47e0b3b655c7","0.00000000","0.00000000","0.00010000","us-west01.miningrigrentals.com","","RANDOMXMONERO","BTC","0.41310000","0.00010000","0.00025542","0.00072670","0","bestsolomining.369305","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
"403ec478-e24f-45ff-ad19-649dc34d9503","0.00000000","0.00000000","0.00100000","eu-ru01.miningrigrentals.com","","SHA256ASICBOOST","BTC","0.44740000","0.00100000","0.00071813","0.00024968","0","bestsolomining.370271","x","CANCELLED","","false","[object Object]","BT","2026-06-07T16:04:15.176Z"
